NIK,Nama_Klien,Tgl_Daftar,No_Tlp_K,Email_K,Alamat_K,Gender_K,Tmpt_tgl_lhr_K,Tgl_lhr_K,Jenis_LH
10005176,Cindy Irawan,2025-05-04,+62 (068) 079 9,klien5176_everyone-inside@pt.edu,"Gg. Sukabumi No. 50, Tangerang Selatan, DI Yogyakarta 53789",Wanita,Tidore Kepulauan,1993-02-18,7739
10005177,Cinta Kuswoyo,2026-01-30,+62 (755) 801-6,klien5177_throw-worker-box-ok@ud.org,"Jl. Rajawali Timur No. 32, Sorong, Sulawesi Tenggara 69070",Laki-Laki,Padangpanjang,1983-04-01,2965
10005178,"dr. Ajimin Pudjiastuti, S.E.I",2023-01-20,(0095) 223-2728,klien5178_official-maintain@ud.co.id,"Gang Sadang Serang No. 776, Mataram, PA 26719",Laki-Laki,Salatiga,1996-12-08,5451
10005179,Ozy Waluyo,2026-07-31,(0176) 749 8329,klien5179_stop-away-trouble@perum.edu,"Jl. Sentot Alibasa No. 9, Tanjungbalai, DKI Jakarta 47635",Laki-Laki,Palangkaraya,1990-06-03,9172
10005180,"Melinda Laksmiwati, S.E.",2023-01-06,+62 (0281) 765-,klien5180_less-somebody@pt.sch.id,"Gg. Raya Ujungberung No. 67, Tangerang Selatan, Aceh 77429",Wanita,Kota Administrasi Jakarta Selatan,1974-08-25,9209
10005181,drg. Mitra Susanti,2024-09-25,(0464) 188 3040,klien5181_drug-describe-ahead@pt.or.id,"Jl. Veteran No. 26, Subulussalam, Nusa Tenggara Barat 55448",Wanita,Banjarmasin,1991-11-13,3645
10005182,Bagus Kusmawati,2026-03-14,+62 (060) 541-9,klien5182_deal-pass-eat-firm@pd.mil,"Gg. Wonoayu No. 790, Batu, Kepulauan Bangka Belitung 27137",Wanita,Kota Administrasi Jakarta Timur,1994-02-25,9029
10005183,Virman Firgantoro,2024-02-06,+62 (868) 164-9,klien5183_four-indicate@perum.ponpes.id,"Jl. Otto Iskandardinata No. 83, Kotamobagu, MA 30982",Wanita,Solok,1984-08-04,4863
10005184,Hadi Permata,2024-07-28,(039) 498-5408,klien5184_majority-analysis@cv.biz.id,"Gg. Cihampelas No. 776, Tegal, BT 02538",Laki-Laki,Surakarta,1997-05-17,8872
10005185,"drg. Hadi Rajasa, M.Kom.",2023-10-05,+62 (466) 624-4,klien5185_of-federal-either@pt.or.id,"Gg. Moch. Ramdan No. 05, Dumai, BB 86317",Laki-Laki,Palopo,1974-02-11,4362
10005186,Warsita Wasita,2024-10-27,(0585) 881-0342,klien5186_production-agency@perum.mil.id,"Jalan Suniaraja No. 14, Bau-Bau, Gorontalo 52577",Laki-Laki,Dumai,2002-04-09,1012
10005187,Najwa Hardiansyah,2023-08-13,+62 (17) 273 64,klien5187_instead-fish-tax@pd.desa.id,"Jalan Rumah Sakit No. 9, Dumai, JK 01876",Laki-Laki,Ternate,1989-04-16,4090
10005188,Dalimin Prasetyo,2025-05-27,+62 (03) 109-15,klien5188_go-modern-ahead-you@pt.or.id,"Gg. Yos Sudarso No. 36, Pagaralam, Kalimantan Barat 58423",Laki-Laki,Surakarta,1970-02-10,6476
10005189,Asirwada Wastuti,2026-05-21,(032) 570-6531,klien5189_group-deal-note@pd.org,"Jl. H.J Maemunah No. 210, Balikpapan, SN 00019",Laki-Laki,Banjar,2004-12-12,8310
10005190,Anastasia Mustofa,2025-12-25,+62-003-311-444,klien5190_over-notice-only@pd.mil,"Jalan Antapani Lama No. 88, Mataram, Sulawesi Barat 11513",Laki-Laki,Dumai,1985-06-17,8038
10005191,Titin Gunarto,2023-05-04,(0643) 358-0928,klien5191_remember-reduce@ud.org,"Gg. Cikutra Barat No. 20, Bontang, LA 54644",Wanita,Kota Administrasi Jakarta Pusat,1965-03-31,529
10005192,"KH. Kenzie Manullang, S.Psi",2026-07-11,0830527966,klien5192_performance-own@ud.edu,"Gg. Sentot Alibasa No. 2, Jambi, JB 27576",Laki-Laki,Jambi,1986-07-18,2133
10005193,Paulin Rahimah,2024-12-23,(048) 992-1804,klien5193_sometimes-speech-in@pd.desa.id,"Jl. Merdeka No. 507, Banjar, BB 07577",Wanita,Singkawang,1980-06-26,9178
10005194,Kasiyah Salahudin,2025-11-21,+62-075-310-078,klien5194_her-discussion@ud.biz.id,"Jalan Ahmad Dahlan No. 40, Balikpapan, Kalimantan Tengah 09607",Laki-Laki,Parepare,1988-11-13,8918
10005195,Candra Nasyiah,2024-02-22,+62 (08) 404-27,klien5195_resource-apply@ud.web.id,"Jalan Sadang Serang No. 7, Yogyakarta, BE 82672",Wanita,Mojokerto,1966-10-31,8266
10005196,Prayoga Wacana,2025-04-07,+62 (443) 904-8,klien5196_sport-great-sit@ud.mil.id,"Gg. M.H Thamrin No. 049, Bontang, Bengkulu 46445",Wanita,Samarinda,1969-08-25,1113
10005197,Cemplunk Lailasari,2023-02-17,+62-819-397-930,klien5197_up-difference-some@ud.ac.id,"Gg. S. Parman No. 537, Madiun, Gorontalo 35281",Wanita,Cilegon,1981-10-03,7722
10005198,"R. Ibun Utami, S.Pt",2025-11-02,+62 (187) 334-7,klien5198_wait-husband-thus@pt.go.id,"Gg. Moch. Toha No. 708, Ternate, GO 15724",Wanita,Semarang,1967-11-29,3631
10005199,Warta Sitompul,2026-02-21,+62 (0315) 962 ,klien5199_involve-year-mean@perum.ac.id,"Gg. Raya Ujungberung No. 226, Payakumbuh, Nusa Tenggara Timur 00957",Wanita,Cimahi,2001-11-20,1392
10005200,"Dr. Bakti Hasanah, S.E.",2025-03-30,+62-0476-329-89,klien5200_reason-audience-now@ud.biz.id,"Jalan Gedebage Selatan No. 6, Palangkaraya, Papua Barat 32677",Wanita,Banjarmasin,1970-01-30,190
10005201,R.A. Alika Napitupulu,2023-07-19,(044) 663-2057,klien5201_son-shake-article@pt.web.id,"Gang Dipenogoro No. 26, Purwokerto, PB 77120",Wanita,Subulussalam,1972-06-01,8044
10005202,Lasmono Nasyidah,2023-11-12,+62 (0281) 346 ,klien5202_century-participant@pt.ac.id,"Gg. Veteran No. 78, Salatiga, AC 80476",Laki-Laki,Pagaralam,1961-01-08,9129
10005203,Hairyanto Mandala,2024-01-16,+62 (50) 685 69,klien5203_full-same@pt.biz.id,"Jalan Tubagus Ismail No. 58, Pangkalpinang, Sulawesi Utara 52153",Laki-Laki,Depok,1965-09-10,4174
10005204,Puji Nababan,2024-10-26,+62 (091) 077-5,klien5204_human-concern-prove@pt.ac.id,"Gg. Suniaraja No. 474, Mojokerto, JA 36804",Laki-Laki,Bogor,1960-01-29,9086
10005205,"Naradi Ramadan, S.I.Kom",2023-05-16,+62 (006) 455 5,klien5205_woman-another@pt.org,"Gg. Lembong No. 1, Banjarmasin, Nusa Tenggara Barat 91159",Wanita,Tidore Kepulauan,1984-12-20,1790
10005206,Marsito Mustofa,2026-12-29,+62-0462-720-92,klien5206_situation-drive@ud.net.id,"Jl. Cempaka No. 29, Metro, MU 89739",Wanita,Bontang,1987-02-21,6414
10005207,Argono Suartini,2025-12-20,+62 (093) 819-0,klien5207_leader-friend-for@pt.mil,"Jl. Pasirkoja No. 03, Mataram, Sulawesi Selatan 68472",Wanita,Lubuklinggau,1963-02-06,8564
10005208,Saadat Sihombing,2024-12-19,+62-088-223-146,klien5208_room-heart-hit-say@pd.com,"Gang Ahmad Dahlan No. 2, Ambon, Maluku Utara 37797",Wanita,Padang,1978-09-01,8087
10005209,Ghani Fujiati,2024-05-06,(0871) 911 7226,klien5209_wish-parent-head@pt.edu,"Gang Kapten Muslihat No. 156, Surakarta, PA 11762",Wanita,Kota Administrasi Jakarta Barat,1961-07-20,6013
10005210,Ika Iswahyudi,2023-03-03,+62 (0708) 155 ,klien5210_trial-mind-rock@perum.org,"Jalan S. Parman No. 90, Padang, Jawa Tengah 66486",Wanita,Sibolga,1980-02-26,1381
10005211,Chelsea Maulana,2023-12-20,+62-161-669-053,klien5211_after-partner-nice@cv.net.id,"Jl. PHH. Mustofa No. 45, Pariaman, JA 82880",Wanita,Gorontalo,1983-03-05,8755
10005212,Argono Sirait,2024-01-24,+62 (0862) 725 ,klien5212_sister-take-final@perum.go.id,"Jalan Kutisari Selatan No. 35, Tual, Lampung 48715",Wanita,Sungai Penuh,1997-11-10,1794
10005213,Cemeti Marpaung,2023-03-08,+62-060-305-006,klien5213_sister-meeting@perum.desa.id,"Jalan Indragiri No. 8, Padang Sidempuan, Bali 82206",Wanita,Sorong,1970-04-02,3607
10005214,"Drs. Hesti Thamrin, M.Kom.",2024-02-17,(0692) 829 6738,klien5214_assume-lose-various@ud.sch.id,"Gg. Gegerkalong Hilir No. 2, Sorong, Gorontalo 90486",Wanita,Kediri,2000-02-07,7828
10005215,"Bahuraksa Winarno, M.TI.",2024-01-31,(0313) 423-7995,klien5215_pressure-strong@cv.edu,"Gang Surapati No. 2, Banjarmasin, JB 51776",Laki-Laki,Magelang,1981-05-28,1652
10005216,dr. Betania Mayasari,2026-04-26,+62 (31) 819-07,klien5216_dark-successful@cv.biz.id,"Gg. Raya Ujungberung No. 45, Kendari, PA 12190",Wanita,Lubuklinggau,2001-07-07,7703
10005217,Devi Kusumo,2024-05-15,(010) 172 3704,klien5217_bill-blood-feeling@pd.org,"Jl. HOS. Cokroaminoto No. 4, Bima, LA 64979",Laki-Laki,Cimahi,2003-11-19,9856
10005218,Ir. Adiarja Prasetyo,2024-10-18,(0812) 681 5189,klien5218_personal-deal@perum.ponpes.id,"Gang Rajawali Barat No. 252, Blitar, LA 10028",Wanita,Jambi,1965-03-14,6956
10005219,Kenes Maryati,2024-04-14,+62 (954) 930 0,klien5219_society-conference@pd.int,"Jl. Asia Afrika No. 0, Prabumulih, Bali 01944",Wanita,Bontang,1963-06-21,2280
10005220,Dr. Reksa Irawan,2025-06-13,+62 (02) 326 61,klien5220_along-start-drop@ud.net,"Jalan Ronggowarsito No. 4, Samarinda, RI 34175",Laki-Laki,Parepare,1990-02-05,2609
10005221,R. Elvina Purnawati,2023-02-07,+62 (867) 165-9,klien5221_wide-daughter@ud.co.id,"Jl. Kendalsari No. 636, Solok, KI 28381",Wanita,Bandung,2002-05-03,1438
10005222,"Najwa Nababan, S.Gz",2026-02-15,+62-36-709-5082,klien5222_project-stock@perum.net.id,"Gang Moch. Toha No. 70, Lubuklinggau, SG 56662",Wanita,Madiun,1984-02-03,44
10005223,Uchita Manullang,2025-01-27,(044) 839-2641,klien5223_keep-strategy@perum.go.id,"Jl. Rajawali Barat No. 697, Tomohon, Maluku Utara 45363",Laki-Laki,Tangerang,1960-09-25,4778
10005224,"Drs. Asirwada Laksmiwati, M.Farm",2024-04-11,+62 (285) 765 7,klien5224_understand-new-two@pt.int,"Gg. Ahmad Yani No. 315, Tarakan, Sulawesi Barat 39877",Wanita,Banjarbaru,1970-03-02,5098
10005225,Zalindra Saptono,2024-10-16,+62-89-411-4098,klien5225_about-trouble@cv.mil.id,"Gg. Laswi No. 14, Sibolga, Kalimantan Timur 91466",Laki-Laki,Sorong,1993-06-05,9100
10005226,Karen Handayani,2023-08-18,+62-0966-836-66,klien5226_member-research@pt.net.id,"Jl. Stasiun Wonokromo No. 18, Langsa, BB 12128",Laki-Laki,Probolinggo,2000-04-15,3110
10005227,"Ivan Maheswara, S.Ked",2025-02-01,+62 (139) 720-3,klien5227_tell-result-remain@pd.biz.id,"Jalan Asia Afrika No. 35, Pekanbaru, Aceh 35002",Laki-Laki,Bandar Lampung,1969-11-21,3934
10005228,Amelia Nashiruddin,2023-12-18,+62-95-401-0190,klien5228_go-question-spring@perum.sch.id,"Gang Jamika No. 547, Tangerang, YO 85058",Wanita,Bandar Lampung,1998-01-05,8895
10005229,Yunita Simbolon,2026-02-12,+62 (0705) 314 ,klien5229_soldier-response@ud.net,"Jalan Raya Setiabudhi No. 7, Gorontalo, ST 12867",Wanita,Yogyakarta,1982-01-23,7936
10005230,Wardi Siregar,2023-10-24,+62 (329) 541-1,klien5230_special-including@pd.edu,"Gang Ahmad Yani No. 4, Pekanbaru, Jawa Timur 52817",Laki-Laki,Langsa,1993-04-10,3927
10005231,Jane Habibi,2026-02-19,(022) 597 3974,klien5231_might-a-cultural@perum.mil,"Gg. Ciumbuleuit No. 5, Banjarbaru, Jambi 37389",Laki-Laki,Singkawang,1968-06-15,2858
10005232,Belinda Maryati,2024-08-11,+62-583-178-200,klien5232_cold-successful@pd.ac.id,"Gang Kutai No. 4, Kupang, KI 92581",Wanita,Sibolga,1975-10-23,9241
10005233,Bancar Mardhiyah,2026-09-14,0859248412,klien5233_three-western-in@perum.net,"Jl. Kapten Muslihat No. 77, Probolinggo, SS 76825",Laki-Laki,Gorontalo,1992-08-14,8494
10005234,R.M. Tirta Widiastuti,2023-12-05,+62-0870-066-08,klien5234_kind-toward-carry@perum.go.id,"Gang Lembong No. 67, Madiun, LA 42088",Wanita,Tomohon,1994-12-12,5278
10005235,Raisa Mandasari,2024-08-12,+62 (0073) 404 ,klien5235_lawyer-the-same@ud.or.id,"Jalan Setiabudhi No. 2, Bekasi, Kalimantan Timur 23476",Wanita,Pariaman,1993-03-26,8030
10005236,"Laras Januar, S.Pd",2024-04-13,+62-0236-533-75,klien5236_car-whole@cv.go.id,"Gang KH Amin Jasuta No. 01, Banda Aceh, Nusa Tenggara Timur 47281",Wanita,Pontianak,1973-01-28,1367
10005237,Puti Vicky Thamrin,2026-05-29,+62-0037-982-78,klien5237_common-rate-large@pd.mil,"Gg. PHH. Mustofa No. 31, Salatiga, Kalimantan Barat 83983",Laki-Laki,Cilegon,1970-12-31,8893
10005238,Martana Suartini,2023-09-26,+62 (0383) 203-,klien5238_only-real-no-owner@cv.go.id,"Gg. Dr. Djunjunan No. 222, Malang, LA 37548",Wanita,Tual,1990-12-24,1465
10005239,Tri Latupono,2026-03-17,(0567) 198 9299,klien5239_audience-dinner@pt.net,"Jl. Jakarta No. 104, Sabang, Kalimantan Selatan 95478",Wanita,Pangkalpinang,1963-12-22,4856
10005240,Samiah Saragih,2026-10-14,+62-07-608-5300,klien5240_life-culture-data@perum.gov,"Gang Rumah Sakit No. 7, Salatiga, Sulawesi Barat 15657",Wanita,Padang,1994-07-17,5943
10005241,Ilsa Wahyuni,2026-05-29,+62 (0255) 793 ,klien5241_visit-ask-blood-not@cv.ponpes.id,"Gg. Medokan Ayu No. 93, Surakarta, KT 51749",Wanita,Banda Aceh,1970-01-15,8048
10005242,Hj. Cinta Fujiati,2026-11-09,085 770 6343,klien5242_word-value-sense@pt.org,"Jl. Suniaraja No. 3, Ternate, Kepulauan Riau 83993",Laki-Laki,Tanjungpinang,1961-05-21,69
10005243,Jelita Manullang,2026-10-15,081 556 0389,klien5243_southern-in-word@perum.id,"Gg. Kapten Muslihat No. 3, Pekanbaru, SN 16027",Laki-Laki,Probolinggo,1990-05-19,9883
10005244,Dr. Narji Firmansyah,2026-05-10,0803346405,klien5244_ago-wide-marriage@perum.my.id,"Jl. Medokan Ayu No. 00, Blitar, Jambi 95453",Laki-Laki,Salatiga,1990-05-08,4387
10005245,Ratih Nababan,2024-09-21,(003) 979-7187,klien5245_else-then-allow@pd.net.id,"Jalan Cempaka No. 7, Palembang, KS 97073",Laki-Laki,Tanjungbalai,1973-12-06,5776
10005246,Drs. Marwata Prastuti,2024-01-02,+62-28-002-0247,klien5246_share-word-fish@cv.org,"Gg. Pelajar Pejuang No. 3, Sukabumi, DI Yogyakarta 63014",Laki-Laki,Kota Administrasi Jakarta Pusat,1968-01-03,8695
10005247,Raisa Mardhiyah,2025-06-17,+62 (664) 225-3,klien5247_answer-development@pd.web.id,"Gg. Kutisari Selatan No. 93, Bima, Aceh 84334",Laki-Laki,Banjar,1989-11-03,2082
10005248,Cayadi Megantara,2024-06-07,+62 (0029) 625 ,klien5248_the-daughter-expect@cv.ac.id,"Gg. Sukajadi No. 28, Medan, Papua Barat 13184",Wanita,Pematangsiantar,1992-12-05,6400
10005249,"Ani Permata, M.Farm",2026-10-25,089 522 6958,klien5249_single-glass-guy@pd.web.id,"Jl. Rajiman No. 82, Gorontalo, Banten 30248",Laki-Laki,Subulussalam,1996-08-28,8554
10005250,Mala Purwanti,2026-08-30,+62-10-993-9073,klien5250_system-treat-east@ud.ponpes.id,"Gang Jamika No. 52, Tarakan, Kalimantan Tengah 87880",Laki-Laki,Surabaya,1962-05-31,6065
10005251,Liman Mansur,2025-08-21,+62-080-521-128,klien5251_per-main-third@cv.edu,"Jl. M.H Thamrin No. 76, Tual, Sumatera Selatan 35773",Laki-Laki,Kota Administrasi Jakarta Barat,1991-10-01,7503
10005252,Alika Hakim,2024-05-02,+62 (333) 951-0,klien5252_instead-coach@pd.int,"Gang Kutai No. 5, Batu, GO 62666",Wanita,Medan,1991-06-25,13
10005253,Pia Susanti,2023-08-07,+62 (0788) 167-,klien5253_toward-agree-car@pt.web.id,"Jl. Kapten Muslihat No. 29, Pekanbaru, Aceh 72883",Laki-Laki,Sibolga,1979-10-17,3815
10005254,"Amalia Dabukke, S.H.",2025-01-28,+62-0855-458-50,klien5254_thus-half-woman@pd.web.id,"Jl. Sukabumi No. 09, Bengkulu, Jawa Timur 89979",Laki-Laki,Surabaya,1995-06-08,6532
10005255,Kunthara Habibi,2025-06-02,(0667) 660 1482,klien5255_street-wear-agree@ud.int,"Gang Astana Anyar No. 098, Sawahlunto, Sumatera Utara 15810",Laki-Laki,Subulussalam,1964-05-27,5931
10005256,Unjani Megantara,2026-09-20,+62 (0820) 547-,klien5256_sure-scene-daughter@pd.com,"Jl. Cihampelas No. 5, Cirebon, JB 10181",Wanita,Kota Administrasi Jakarta Barat,1987-06-04,9542
10005257,Dalima Kuswoyo,2025-11-01,(0899) 656-2096,klien5257_science-appear-hit@pd.int,"Gang Siliwangi No. 3, Banjarmasin, KR 54837",Wanita,Mataram,1962-02-27,8004
10005258,Dina Utami,2023-01-08,+62-45-853-0356,klien5258_range-sea-energy@cv.sch.id,"Jalan Lembong No. 5, Kota Administrasi Jakarta Timur, Banten 30712",Laki-Laki,Bontang,1962-07-28,7916
10005259,Garda Lailasari,2023-04-15,+62-155-398-659,klien5259_since-his-from@pt.net.id,"Jalan Cikapayang No. 5, Ambon, SS 23387",Laki-Laki,Tangerang,1980-11-28,4596
10005260,Kemba Namaga,2026-04-04,+62 (988) 538-5,klien5260_health-identify@perum.or.id,"Jl. HOS. Cokroaminoto No. 64, Cirebon, Kalimantan Selatan 07579",Wanita,Bontang,1978-10-30,6037
10005261,Cahya Wacana,2025-12-08,+62-097-063-998,klien5261_hear-final-reach@pt.net.id,"Jl. M.H Thamrin No. 350, Dumai, Jawa Barat 11629",Wanita,Sawahlunto,1981-07-06,3064
10005262,Suci Samosir,2024-06-17,+62 (0665) 221-,klien5262_international-news@pd.int,"Jl. Suryakencana No. 10, Batu, SN 96792",Wanita,Malang,1980-03-21,142
10005263,Jumadi Oktaviani,2024-08-14,(097) 650 3336,klien5263_section-remember@ud.id,"Jalan Surapati No. 29, Tual, Sumatera Barat 87732",Wanita,Tarakan,1965-03-15,994
10005264,drg. Dimaz Siregar,2026-03-16,0892965475,klien5264_send-rock-popular@pt.edu,"Gg. Antapani Lama No. 654, Payakumbuh, AC 86368",Laki-Laki,Solok,1972-02-26,3847
10005265,T. Ian Hutasoit,2023-08-27,+62-11-663-7925,klien5265_serious-sometimes@perum.int,"Gg. HOS. Cokroaminoto No. 251, Tual, KI 76844",Wanita,Solok,1992-03-11,3461
10005266,Kayla Winarno,2024-08-02,+62-193-558-735,klien5266_black-family@cv.com,"Jl. Kapten Muslihat No. 9, Bau-Bau, JK 20875",Laki-Laki,Balikpapan,1990-11-19,6022
10005267,"Anastasia Hartati, S.Pt",2023-06-01,+62-88-225-8292,klien5267_yourself-world@pd.net,"Jl. Peta No. 051, Yogyakarta, NT 98579",Laki-Laki,Palembang,1971-10-31,7632
10005268,Bella Zulkarnain,2026-11-10,+62 (483) 313 1,klien5268_cultural@ud.co.id,"Jalan Ir. H. Djuanda No. 846, Pekanbaru, KU 21995",Laki-Laki,Balikpapan,1980-03-25,8233
10005269,Tgk. Nilam Zulaika,2025-01-18,+62 (601) 011 0,klien5269_dinner-cut-analysis@pd.org,"Jl. Kiaracondong No. 936, Langsa, SU 33927",Wanita,Palu,1970-09-12,487
10005270,Umi Lailasari,2024-09-25,+62-586-145-453,klien5270_through-when-clear@pd.int,"Jl. Sentot Alibasa No. 449, Bima, Kalimantan Timur 41392",Laki-Laki,Mataram,1998-05-26,740
10005271,"Tgk. Kuncara Hakim, S.Farm",2024-01-11,+62 (030) 078 0,klien5271_wall-probably-white@ud.biz.id,"Jl. R.E Martadinata No. 1, Palangkaraya, Nusa Tenggara Timur 92208",Wanita,Bandar Lampung,1960-08-28,4774
10005272,Jindra Sihotang,2025-12-16,(055) 262 3085,klien5272_fight-forget@cv.web.id,"Gang Joyoboyo No. 287, Malang, MA 74040",Wanita,Kota Administrasi Jakarta Pusat,1996-04-08,7179
10005273,Agus Oktaviani,2023-08-19,(0399) 966 0180,klien5273_rock-area-develop@cv.web.id,"Gg. M.T Haryono No. 14, Palangkaraya, BA 95579",Wanita,Bengkulu,1978-02-22,7036
10005274,Nadine Wahyudin,2026-11-26,+62-58-616-0418,klien5274_step-provide@cv.biz.id,"Jl. KH Amin Jasuta No. 568, Balikpapan, Sulawesi Utara 83602",Wanita,Tidore Kepulauan,1970-04-30,6288
10005275,"Warji Prastuti, S.Gz",2025-09-21,+62 (0378) 881 ,klien5275_process-message@perum.web.id,"Gang Setiabudhi No. 3, Pariaman, MU 18114",Wanita,Pasuruan,1991-10-19,410
10005276,"Raisa Thamrin, S.H.",2023-11-30,0804688435,klien5276_together-bank@ud.mil.id,"Gg. Kutisari Selatan No. 36, Subulussalam, PB 03554",Laki-Laki,Pariaman,1992-10-01,1504
10005277,Bakijan Prakasa,2023-12-03,+62 (94) 418 07,klien5277_knowledge-student@perum.int,"Gg. S. Parman No. 6, Meulaboh, Papua 40057",Laki-Laki,Pontianak,1977-08-08,9915
10005278,Rini Uwais,2024-05-27,0864833615,klien5278_fly-speech-group@ud.my.id,"Gang Pacuan Kuda No. 10, Pekanbaru, SN 69761",Laki-Laki,Bekasi,1986-01-03,8156
10005279,Jarwa Widiastuti,2024-08-26,(052) 425-1386,klien5279_trip-ball-former@perum.int,"Gg. Sukajadi No. 237, Kota Administrasi Jakarta Barat, Sumatera Utara 29201",Laki-Laki,Serang,1963-06-10,8905
10005280,Keisha Siregar,2023-02-11,+62 (587) 823-6,klien5280_treat-magazine@ud.co.id,"Gang Jend. Sudirman No. 2, Denpasar, DKI Jakarta 11361",Laki-Laki,Mataram,1998-02-02,8306
10005281,Drs. Ira Anggraini,2023-03-08,+62 (811) 992 6,klien5281_month-school@ud.my.id,"Gg. Rajiman No. 910, Sabang, Kalimantan Barat 22987",Wanita,Semarang,1969-11-08,1635
10005282,Hasan Puspita,2023-11-18,(0572) 023-9639,klien5282_themselves-fear@ud.desa.id,"Gg. Gegerkalong Hilir No. 81, Payakumbuh, MU 09159",Wanita,Balikpapan,1973-01-14,6953
10005283,Harsanto Kusumo,2023-03-04,+62 (56) 447 55,klien5283_source-approach@ud.edu,"Gang Pacuan Kuda No. 93, Kediri, Kalimantan Timur 17097",Wanita,Samarinda,1977-07-20,569
10005284,Jayadi Andriani,2025-02-26,+62-061-616-211,klien5284_man-cut-foot-option@ud.net.id,"Jalan K.H. Wahid Hasyim No. 46, Pematangsiantar, BB 01430",Laki-Laki,Magelang,1971-06-06,8281
10005285,"Hj. Ulya Irawan, S.T.",2025-11-28,+62 (067) 212-6,klien5285_line-the-generation@cv.or.id,"Gang Jayawijaya No. 607, Sabang, DKI Jakarta 87625",Laki-Laki,Tebingtinggi,2004-02-06,8408
10005286,"R.M. Gaduh Irawan, S.IP",2025-10-16,+62-084-239-692,klien5286_top-fact-religious@cv.gov,"Jalan Sentot Alibasa No. 5, Mataram, PB 00471",Laki-Laki,Kendari,1984-09-09,2975
10005287,Umaya Zulaika,2025-06-25,086 096 3446,klien5287_hear-already-here@ud.my.id,"Jalan Kapten Muslihat No. 363, Padang Sidempuan, Sulawesi Selatan 10936",Wanita,Lubuklinggau,1989-08-16,4951
10005288,Hasna Sihombing,2023-12-31,+62-041-423-767,klien5288_my-market-hour-art@pt.or.id,"Jl. Cihampelas No. 5, Bontang, Nusa Tenggara Barat 95039",Laki-Laki,Sawahlunto,1960-02-05,3872
10005289,Cut Elvina Suwarno,2024-06-26,+62 (0901) 572-,klien5289_chance-amount@pt.web.id,"Jalan Pasirkoja No. 53, Pematangsiantar, Papua 50726",Wanita,Kota Administrasi Jakarta Utara,1997-10-15,3696
10005290,"dr. Mitra Uwais, M.M.",2026-03-16,+62 (17) 134-49,klien5290_thing-house-pick@ud.go.id,"Jl. Ronggowarsito No. 7, Manado, Kalimantan Selatan 08536",Wanita,Yogyakarta,1963-03-05,6644
10005291,Tira Adriansyah,2025-11-18,(0037) 257-0452,klien5291_both-whom-both@perum.desa.id,"Gang Cikapayang No. 20, Pontianak, Kepulauan Riau 94653",Laki-Laki,Banjar,1974-03-27,6211
10005292,Zamira Sihombing,2025-05-15,086 251 7620,klien5292_sense-suffer@pt.net,"Jl. Rungkut Industri No. 7, Surabaya, SS 72836",Laki-Laki,Palembang,1965-06-08,3370
10005293,Dina Dabukke,2024-06-12,+62 (372) 189 0,klien5293_red-hair-list-field@cv.ac.id,"Gg. Cikutra Timur No. 36, Kendari, KB 14668",Laki-Laki,Semarang,1973-09-27,9238
10005294,"Zamira Rajasa, S.Gz",2023-08-29,+62 (0558) 138-,klien5294_popular-crime-carry@pd.or.id,"Gg. Rajawali Timur No. 60, Tarakan, JK 37442",Wanita,Makassar,1963-10-08,2598
10005295,Kamila Yuniar,2025-10-22,(0985) 467 2294,klien5295_seem-say-much-stay@cv.gov,"Jl. Sukajadi No. 13, Batam, Bali 38465",Laki-Laki,Bengkulu,2005-03-29,6076
10005296,Queen Siregar,2026-07-16,(0507) 729-7908,klien5296_phone-thus-be@pt.ac.id,"Jl. S. Parman No. 11, Serang, Nusa Tenggara Barat 59506",Wanita,Kupang,1998-10-11,1728
10005297,Hari Pradipta,2024-09-11,(012) 003 0778,klien5297_vote-long-executive@ud.gov,"Jl. Wonoayu No. 465, Sabang, MU 95692",Laki-Laki,Tebingtinggi,1966-11-06,3
10005298,Talia Wacana,2023-07-04,(048) 384-3718,klien5298_its-school@cv.go.id,"Jl. Medokan Ayu No. 8, Tegal, GO 26457",Wanita,Pangkalpinang,1969-02-18,4534
10005299,Reza Hariyah,2024-02-14,+62 (0994) 300 ,klien5299_anyone-not-tough-up@ud.desa.id,"Gg. Kebonjati No. 9, Pekanbaru, Papua Barat 33443",Wanita,Bengkulu,1967-11-05,5263
10005300,"Hj. Yani Astuti, M.Ak",2024-08-11,+62 (05) 788 68,klien5300_current-which-sit@pd.ponpes.id,"Gang M.T Haryono No. 304, Kota Administrasi Jakarta Selatan, Kalimantan Timur 40884",Wanita,Sukabumi,2003-09-09,9385
10005301,"Aurora Laksita, M.M.",2023-10-20,+62 (64) 488-22,klien5301_now-else-course@cv.desa.id,"Jl. Erlangga No. 81, Banda Aceh, PB 00022",Laki-Laki,Depok,1994-06-02,8103
10005302,Putu Uwais,2024-02-15,+62 (0977) 199-,klien5302_mouth-up-big-fish@ud.ac.id,"Gang Stasiun Wonokromo No. 33, Palangkaraya, Sulawesi Utara 24819",Laki-Laki,Ambon,1975-09-23,3155
10005303,Patricia Maulana,2025-02-22,(031) 940 2851,klien5303_company-cause@pt.gov,"Jalan Waringin No. 95, Gorontalo, SS 24655",Wanita,Binjai,1996-09-11,5704
