Staf_ID,Nama_Staf,Tgl_Bgb_Staf,No_Tlp_Staf,Email_Staf,Tgl_lhr_Staf,Gender_Staf,Tp_Lhr_Staf,Alamat_Staf
270,Drs. Elisa Haryanti,2025-12-22,+62-091-196-554,staf270_data-long-operation@ud.ac.id,1986-09-29,Laki-Laki,Lubuklinggau,"Gang Raya Ujungberung No. 52, Gorontalo, Sulawesi Utara 61604"
271,Daruna Halim,2025-12-28,(073) 673-8676,staf271_throughout-late@pt.mil.id,1989-03-07,Wanita,Tarakan,"Gg. Cempaka No. 383, Cilegon, Jawa Timur 13859"
272,Almira Pudjiastuti,2024-01-27,084 431 4731,staf272_series-sense-pm@ud.desa.id,2003-12-13,Laki-Laki,Parepare,"Gg. Merdeka No. 8, Kotamobagu, MA 38146"
273,"Kasim Palastri, S.H.",2025-06-06,+62 (867) 206-0,staf273_buy-tend-economy@pd.or.id,1990-09-30,Laki-Laki,Banjar,"Jalan Indragiri No. 216, Bima, BA 18771"
274,Vanesa Hidayat,2025-12-24,+62 (065) 093 1,staf274_amount-east-suggest@pd.or.id,1991-03-30,Wanita,Magelang,"Gg. Jakarta No. 898, Kotamobagu, SS 55256"
275,"R.M. Bahuwarna Hutagalung, M.TI.",2024-11-02,+62 (707) 068 5,staf275_pull-character@ud.edu,1988-02-06,Laki-Laki,Singkawang,"Gg. Ahmad Yani No. 405, Semarang, ST 34874"
276,Cut Salsabila Prastuti,2025-10-28,+62-23-490-2316,staf276_thought-reflect@perum.int,1993-04-28,Laki-Laki,Pangkalpinang,"Gang Rawamangun No. 29, Bengkulu, Bengkulu 07226"
277,Dr. Najwa Dabukke,2025-12-18,+62-071-172-902,staf277_politics-arrive@cv.my.id,1987-08-06,Laki-Laki,Jayapura,"Gang Bangka Raya No. 44, Ambon, Sulawesi Utara 18901"
278,Gandi Hasanah,2025-07-28,(073) 191 6987,staf278_left-almost-then@ud.go.id,1987-04-13,Wanita,Banjar,"Jalan Siliwangi No. 69, Sorong, Sulawesi Selatan 95324"
279,Hardana Putra,2025-05-04,(0512) 724-1724,staf279_receive-quality@pt.int,2001-05-09,Laki-Laki,Pontianak,"Gang Sadang Serang No. 722, Bau-Bau, Riau 70985"
280,Ir. Rendy Winarno,2025-02-16,(0458) 405 2861,staf280_worry-sense-prove@pd.int,2000-03-16,Wanita,Pasuruan,"Gg. Jamika No. 86, Solok, AC 45158"
281,Puput Sinaga,2025-09-15,+62 (0730) 963 ,staf281_whose-animal-nor@pt.sch.id,1995-07-05,Wanita,Pasuruan,"Gg. Rajawali Barat No. 0, Pekanbaru, Kalimantan Utara 75950"
282,"Puti Siti Lestari, S.E.",2024-10-18,+62 (36) 497-81,staf282_indicate-black@perum.net.id,2005-02-10,Laki-Laki,Bau-Bau,"Jalan Surapati No. 560, Cirebon, KS 18882"
283,Umar Nurdiyanti,2024-08-12,0881171266,staf283_mother-but-side@pd.go.id,1990-03-31,Laki-Laki,Tangerang,"Gg. Surapati No. 9, Kota Administrasi Jakarta Pusat, ST 62333"
284,Humaira Lestari,2025-06-15,+62 (567) 440-0,staf284_answer-natural@ud.co.id,1997-10-05,Laki-Laki,Tegal,"Gang HOS. Cokroaminoto No. 292, Padang Sidempuan, Bali 09938"
285,"Olivia Uwais, M.Pd",2025-11-16,+62-39-718-8162,staf285_meeting-here-today@pt.id,1995-07-17,Laki-Laki,Pasuruan,"Jl. Rawamangun No. 80, Samarinda, KR 27852"
286,"Tgk. Ikin Purwanti, S.IP",2025-02-02,+62-0729-181-64,staf286_bed-matter-sure-one@pd.int,1989-11-02,Laki-Laki,Meulaboh,"Jalan Sadang Serang No. 8, Medan, Kalimantan Utara 65655"
287,"Dr. Rendy Damanik, M.Farm",2024-11-01,(0089) 401 3792,staf287_standard-head-man@perum.desa.id,1993-12-12,Laki-Laki,Bengkulu,"Jalan Rajawali Timur No. 467, Palembang, MA 76883"
288,T. Prabowo Wastuti,2025-01-17,+62 (70) 122-17,staf288_other-loss-hear@perum.mil,1990-02-09,Laki-Laki,Solok,"Gg. Surapati No. 219, Pekalongan, Bali 35294"
289,Wirda Iswahyudi,2025-10-04,+62 (180) 689 9,staf289_wait-investment@ud.ac.id,1991-12-28,Laki-Laki,Malang,"Jl. Pasteur No. 630, Prabumulih, Maluku 35617"
290,Dipa Prakasa,2024-05-22,+62 (15) 063-93,staf290_politics-summer@cv.desa.id,1996-03-21,Laki-Laki,Banjarbaru,"Gang Cikutra Barat No. 2, Tomohon, Sulawesi Tenggara 67194"
291,Virman Sitorus,2024-07-01,(0490) 076 1628,staf291_newspaper-image@perum.int,1991-10-21,Wanita,Manado,"Jl. Bangka Raya No. 937, Bandung, SB 48312"
292,"Hj. Amalia Mustofa, M.TI.",2025-10-15,+62 (268) 815-2,staf292_wear-recently@ud.org,1997-07-03,Wanita,Kota Administrasi Jakarta Utara,"Jalan Moch. Ramdan No. 81, Tanjungpinang, Jawa Tengah 79420"
293,Ciaobella Megantara,2025-12-27,+62-096-822-955,staf293_without-figure@pt.ac.id,2000-04-06,Wanita,Solok,"Gg. Astana Anyar No. 1, Madiun, Bali 44874"
294,Rahmi Sirait,2025-05-19,+62-0688-235-99,staf294_over-take-simple@cv.mil,2003-09-26,Laki-Laki,Kota Administrasi Jakarta Timur,"Jalan K.H. Wahid Hasyim No. 05, Manado, KB 90519"
295,Catur Mandasari,2024-03-21,+62-045-221-164,staf295_week-letter-three@cv.mil.id,1994-05-24,Laki-Laki,Tidore Kepulauan,"Jalan Cikutra Barat No. 247, Kupang, Jawa Tengah 19094"
296,Yulia Waluyo,2024-07-04,+62-70-818-3145,staf296_professor-use-wait@pd.ac.id,1988-06-02,Laki-Laki,Payakumbuh,"Gang Tebet Barat Dalam No. 764, Metro, SR 47845"
297,"Tgk. Prabowo Hardiansyah, M.M.",2024-06-12,(016) 478-8216,staf297_figure-success@pd.id,1997-11-04,Wanita,Tidore Kepulauan,"Jalan Pelajar Pejuang No. 2, Tebingtinggi, Jambi 95294"
298,"Diana Nasyidah, S.Farm",2025-09-27,086 007 7408,staf298_officer-most-never@ud.ponpes.id,1989-08-09,Laki-Laki,Tegal,"Gg. Setiabudhi No. 264, Lubuklinggau, NB 62852"
299,Ajeng Mandasari,2025-01-07,0806188016,staf299_better-new-language@pt.int,2004-07-29,Wanita,Tebingtinggi,"Gang Yos Sudarso No. 668, Tidore Kepulauan, Sumatera Selatan 56406"
300,"Erik Mansur, S.Farm",2025-09-30,+62 (051) 783-1,staf300_piece-heart@pt.go.id,1989-09-13,Wanita,Kota Administrasi Jakarta Barat,"Gg. Surapati No. 868, Sabang, SG 05138"
301,"Edi Aryani, M.Ak",2024-08-28,+62 (450) 951 9,staf301_subject-world@cv.mil,1987-07-20,Laki-Laki,Sorong,"Jl. Yos Sudarso No. 30, Bogor, Riau 49285"
302,"Ir. Yahya Anggraini, M.Ak",2025-10-01,+62-0579-323-99,staf302_although-politics@pd.ac.id,1996-11-03,Laki-Laki,Palangkaraya,"Jalan Tubagus Ismail No. 1, Tidore Kepulauan, KR 92218"
303,R.M. Chandra Mandasari,2025-07-27,+62 (0274) 489 ,staf303_fund-ten-cell@perum.co.id,1998-01-19,Wanita,Banjar,"Jalan Jend. A. Yani No. 33, Surakarta, MU 24430"
304,Reza Wasita,2024-04-16,087 453 6023,staf304_cut-evidence-around@ud.web.id,2005-09-29,Laki-Laki,Medan,"Jalan Kapten Muslihat No. 18, Banda Aceh, Sumatera Selatan 07378"
305,R.M. Harimurti Kusmawati,2024-11-13,(0647) 087 2135,staf305_prove-now-case@cv.desa.id,1989-11-16,Wanita,Sukabumi,"Jl. Tubagus Ismail No. 25, Bau-Bau, Nusa Tenggara Barat 99087"
306,Harto Nurdiyanti,2025-12-29,(030) 614-3716,staf306_first-leader-far@cv.gov,1994-07-28,Laki-Laki,Padang,"Gang Surapati No. 20, Kupang, SS 65486"
307,dr. Respati Maulana,2024-06-21,+62 (0176) 902-,staf307_his-reflect@pt.com,1996-07-15,Laki-Laki,Pariaman,"Jl. Bangka Raya No. 3, Tual, SU 61384"
308,"Tgk. Asirwada Tamba, M.Pd",2024-04-04,+62 (029) 095-7,staf308_although-why-feel@pd.biz.id,1993-10-20,Wanita,Palembang,"Gg. Cempaka No. 6, Pangkalpinang, AC 71767"
309,Alambana Lestari,2025-07-25,+62-0052-921-56,staf309_else-page-play@ud.or.id,2000-11-17,Laki-Laki,Padangpanjang,"Gang Gegerkalong Hilir No. 654, Binjai, Maluku Utara 02217"
310,Darimin Hassanah,2025-03-23,+62 (052) 936 5,staf310_character@pd.int,1988-08-06,Laki-Laki,Solok,"Gg. Ahmad Dahlan No. 49, Sungai Penuh, NT 75701"
311,"Ir. Harsaya Tamba, S.H.",2025-07-15,+62 (362) 256 2,staf311_happy-study-call@perum.co.id,1990-09-23,Wanita,Pontianak,"Jl. Yos Sudarso No. 526, Palu, Sulawesi Barat 85405"
312,Malik Oktaviani,2024-08-13,(0115) 489 9056,staf312_leader-fire-share@ud.web.id,1995-02-04,Wanita,Banda Aceh,"Gg. Cihampelas No. 07, Tomohon, Bali 27571"
313,"R.A. Tiara Rahayu, S.Kom",2024-08-29,+62 (0319) 758 ,staf313_smile-blood-theory@ud.sch.id,1996-04-23,Wanita,Bengkulu,"Gg. Gedebage Selatan No. 67, Purwokerto, SB 43103"
314,Adinata Utami,2024-11-13,+62 (0583) 450-,staf314_detail-will-party@ud.mil.id,1993-04-10,Laki-Laki,Palopo,"Jalan PHH. Mustofa No. 54, Binjai, SB 34073"
315,"Hj. Ratih Haryanti, S.E.I",2025-11-13,+62 (051) 466-3,staf315_to-herself-himself@perum.sch.id,1993-07-26,Wanita,Medan,"Jl. Gedebage Selatan No. 58, Bengkulu, Kalimantan Timur 22402"
316,"Tgk. Damar Mardhiyah, M.M.",2024-08-10,(0749) 142-7497,staf316_occur-north-idea@pd.my.id,1998-07-28,Wanita,Palopo,"Gg. K.H. Wahid Hasyim No. 1, Banjarmasin, Jawa Tengah 88690"
317,Luluh Kuswoyo,2024-01-30,+62-0710-259-38,staf317_chance-together@pt.go.id,1999-04-29,Wanita,Sukabumi,"Gg. BKR No. 609, Cilegon, MA 10206"
318,"Drs. Rusman Saragih, S.Pd",2025-12-27,+62 (0067) 332 ,staf318_field-human@cv.co.id,1986-02-26,Laki-Laki,Palopo,"Gg. Rajiman No. 031, Sungai Penuh, Kepulauan Bangka Belitung 06969"
319,"KH. Prayogo Laksmiwati, S.Sos",2024-01-19,(0371) 852-2569,staf319_single-itself-first@pd.ac.id,1989-10-01,Wanita,Pangkalpinang,"Jalan Surapati No. 9, Bukittinggi, JB 39663"
320,Putri Prakasa,2024-10-01,(0950) 922 1543,staf320_law-heart-human@cv.my.id,1992-08-28,Wanita,Yogyakarta,"Gg. M.H Thamrin No. 67, Metro, Maluku Utara 05702"
321,Oskar Simbolon,2025-06-06,+62 (609) 255-3,staf321_standard-explain@cv.mil.id,2001-12-04,Wanita,Yogyakarta,"Gang Ciumbuleuit No. 62, Banjar, NT 87204"
322,Halim Mangunsong,2024-08-27,085 039 6521,staf322_debate-car-boy@pt.net,1988-08-16,Laki-Laki,Pasuruan,"Gg. Dipenogoro No. 144, Bandar Lampung, Sulawesi Selatan 84191"
323,dr. Maimunah Maulana,2025-12-17,+62 (89) 132-48,staf323_trial-hot-since@ud.id,1998-08-08,Laki-Laki,Padang Sidempuan,"Gg. Gardujati No. 407, Tasikmalaya, Kalimantan Utara 69956"
324,Teguh Ardianto,2025-09-16,+62-66-183-8753,staf324_natural-him-turn@ud.net.id,1991-11-01,Laki-Laki,Pekanbaru,"Gang Waringin No. 06, Tasikmalaya, YO 09435"
325,Puti Mutia Latupono,2025-11-20,+62-085-147-222,staf325_including-world@pd.mil.id,1986-02-10,Laki-Laki,Bandung,"Jalan Pasirkoja No. 9, Cimahi, JT 94127"
326,Dewi Hassanah,2025-01-14,+62 (079) 177-5,staf326_local-language-tell@ud.ponpes.id,1987-07-30,Laki-Laki,Tanjungpinang,"Jalan Pacuan Kuda No. 357, Tanjungpinang, RI 86591"
327,"Lasmono Mulyani, S.Pd",2025-10-07,+62 (0613) 697 ,staf327_her-rate-beat-civil@perum.net.id,2002-11-23,Wanita,Padang,"Gang Soekarno Hatta No. 0, Mataram, Maluku 86758"
328,"drg. Cemani Saputra, S.Kom",2024-07-01,+62 (358) 924 0,staf328_face-serious-chance@ud.edu,1989-05-07,Wanita,Jambi,"Jalan Indragiri No. 923, Pasuruan, AC 35773"
329,Nrima Megantara,2025-10-18,(0029) 210-2810,staf329_meet-window-lot@ud.or.id,2004-04-14,Laki-Laki,Singkawang,"Gg. Kutisari Selatan No. 729, Palembang, SU 83773"
330,"Dr. Gina Simanjuntak, M.Ak",2025-02-09,+62-026-285-221,staf330_candidate-word@pd.mil.id,1998-09-23,Laki-Laki,Salatiga,"Jalan Kendalsari No. 3, Sungai Penuh, LA 84825"
331,"drg. Betania Tarihoran, M.M.",2024-09-05,+62 (97) 362 82,staf331_source-produce@perum.net.id,1985-05-05,Wanita,Lubuklinggau,"Gg. Kutai No. 8, Pekalongan, Maluku 38598"
332,Dt. Oskar Firmansyah,2024-04-18,(0323) 869-1475,staf332_cultural-wonder@ud.sch.id,2001-11-15,Wanita,Pariaman,"Jl. Pasteur No. 456, Palopo, MU 40845"
333,Bagya Yuliarti,2024-04-21,+62-005-201-391,staf333_my-floor-medical@pd.gov,1988-09-16,Laki-Laki,Mataram,"Jl. Tebet Barat Dalam No. 629, Meulaboh, SU 86850"
334,Latika Putra,2025-06-29,(0148) 507 3550,staf334_want-newspaper-tell@pt.web.id,2004-06-28,Wanita,Probolinggo,"Jl. Pasir Koja No. 607, Bandar Lampung, Nusa Tenggara Timur 82906"
335,"dr. Lili Wacana, S.H.",2024-04-07,+62 (060) 825 3,staf335_size-cold-they@cv.ponpes.id,1994-08-24,Laki-Laki,Tangerang Selatan,"Jalan Kebonjati No. 952, Palu, MA 68165"
336,Hamima Pranowo,2025-05-29,+62 (53) 035-22,staf336_bag-office-set-any@cv.web.id,2004-08-07,Wanita,Tanjungpinang,"Jl. Jakarta No. 0, Purwokerto, SU 06984"
337,"H. Edi Firgantoro, M.TI.",2024-07-02,+62 (085) 050-7,staf337_discuss-company@pt.desa.id,1995-04-21,Wanita,Serang,"Gang Ciwastra No. 693, Bau-Bau, NT 41953"
338,Tgk. Betania Wulandari,2024-03-23,+62 (042) 846 2,staf338_analysis-include@perum.int,2003-03-29,Wanita,Bogor,"Gang Kapten Muslihat No. 9, Malang, Kalimantan Selatan 10718"
339,Bella Melani,2025-08-26,+62 (01) 832 33,staf339_republican-action@pd.or.id,1996-03-22,Wanita,Depok,"Jalan Jamika No. 61, Pagaralam, JI 04967"
340,R.A. Jasmin Saragih,2025-09-15,+62 (37) 348-88,staf340_use-mrs-knowledge@ud.ponpes.id,1996-08-07,Wanita,Banjarmasin,"Jl. Kapten Muslihat No. 5, Bukittinggi, MA 50946"
341,Eka Pranowo,2025-07-16,+62 (54) 169 25,staf341_why-someone-pick@pt.ac.id,2004-09-21,Laki-Laki,Malang,"Gang Pasirkoja No. 010, Probolinggo, Bengkulu 76404"
342,Sari Permata,2025-05-12,+62 (071) 983-8,staf342_identify-thousand@cv.web.id,1986-05-06,Wanita,Magelang,"Jalan Waringin No. 52, Solok, KS 55684"
343,Karman Yuliarti,2024-02-07,(0553) 189-7699,staf343_interesting-none@ud.desa.id,1997-04-16,Wanita,Palopo,"Jalan Moch. Ramdan No. 45, Purwokerto, SB 83066"
344,Martana Hutapea,2024-10-17,0839184978,staf344_decision-police@perum.com,1985-05-11,Wanita,Tegal,"Jl. Rajawali Timur No. 170, Sukabumi, KR 35690"
345,"Uda Oktaviani, S.Psi",2024-01-25,(098) 336 8340,staf345_wrong-show-who-and@ud.id,1987-11-14,Wanita,Padang Sidempuan,"Gg. Erlangga No. 7, Sabang, Sulawesi Utara 66982"
346,"R.M. Maras Wahyuni, S.Pt",2025-09-13,+62-31-860-8722,staf346_consumer-third@ud.web.id,1987-07-18,Laki-Laki,Surakarta,"Gang Moch. Ramdan No. 747, Kota Administrasi Jakarta Timur, NB 97372"
347,"H. Umay Yulianti, M.Pd",2025-08-27,+62 (020) 463 6,staf347_official-operation@cv.mil.id,2005-06-30,Laki-Laki,Surakarta,"Gang Cihampelas No. 05, Pekanbaru, Nusa Tenggara Timur 67579"
348,"Nilam Putra, M.M.",2025-02-13,+62 (0425) 117 ,staf348_daughter-author@pt.mil.id,1998-11-29,Wanita,Bogor,"Jalan Indragiri No. 0, Bengkulu, Nusa Tenggara Timur 36624"
349,Nyana Marpaung,2024-04-26,(0934) 026 3102,staf349_fall-child-try@ud.ac.id,2001-08-07,Wanita,Kota Administrasi Jakarta Timur,"Jl. Pasteur No. 14, Subulussalam, Sulawesi Tengah 38002"
350,Waluyo Hasanah,2024-06-06,+62 (088) 718-6,staf350_save-money@cv.sch.id,1986-09-26,Laki-Laki,Lhokseumawe,"Gang Ronggowarsito No. 22, Padang Sidempuan, NT 03508"
351,Lutfan Wahyudin,2024-05-16,+62-54-018-6378,staf351_including-party@perum.ponpes.id,1987-04-01,Wanita,Salatiga,"Jl. Pasir Koja No. 39, Bogor, LA 41634"
352,Baktiadi Mustofa,2024-02-24,+62 (0411) 579 ,staf352_store-arm-evening@perum.web.id,1996-08-26,Laki-Laki,Medan,"Gang Raya Setiabudhi No. 8, Bengkulu, SN 26079"
353,Jatmiko Mangunsong,2024-01-25,(006) 988 0908,staf353_age-mind-certain@ud.go.id,1992-01-01,Wanita,Surakarta,"Gg. Jend. Sudirman No. 23, Purwokerto, Kalimantan Barat 35349"
354,"Baktianto Susanti, S.Kom",2024-02-14,(028) 469 6867,staf354_style-activity@cv.sch.id,2004-06-27,Laki-Laki,Tidore Kepulauan,"Jalan Tebet Barat Dalam No. 02, Purwokerto, Sulawesi Barat 89736"
355,Candrakanta Simbolon,2025-12-10,+62-038-421-784,staf355_also-particularly@pt.org,2005-06-29,Wanita,Kediri,"Jalan Merdeka No. 130, Batu, Aceh 91440"
356,"Bambang Novitasari, M.Farm",2024-01-03,0849980292,staf356_rock-add-hope@ud.go.id,1991-11-11,Laki-Laki,Sawahlunto,"Jalan Yos Sudarso No. 756, Jayapura, SR 77887"
357,Maras Yolanda,2025-02-24,+62-20-544-0404,staf357_individual-personal@pd.ponpes.id,1987-06-06,Wanita,Bitung,"Gang Raya Ujungberung No. 73, Surakarta, RI 75558"
358,drg. Endra Hidayanto,2025-05-31,+62-052-238-592,staf358_glass-win-light@pt.co.id,1990-06-19,Laki-Laki,Tanjungbalai,"Gang Cihampelas No. 9, Tangerang Selatan, Jawa Barat 68028"
359,"Dr. Harsana Damanik, S.Ked",2024-10-16,+62 (0157) 239 ,staf359_machine-do-one@cv.or.id,2004-05-17,Wanita,Prabumulih,"Gg. Antapani Lama No. 7, Palembang, AC 43658"
360,Wardaya Hutasoit,2024-05-24,+62 (638) 470-7,staf360_anything-indicate@cv.org,1986-10-15,Laki-Laki,Tanjungbalai,"Jl. Sadang Serang No. 2, Madiun, BA 95889"
361,Kemal Mansur,2025-01-22,(004) 373-6962,staf361_gun-authority-bad@perum.co.id,2005-01-19,Laki-Laki,Palopo,"Gang Cikutra Barat No. 05, Sabang, KI 30090"
362,Dt. Hartaka Handayani,2025-11-25,+62 (0508) 379 ,staf362_development@pd.net,2003-12-11,Laki-Laki,Subulussalam,"Gang Kebonjati No. 75, Salatiga, BA 10322"
363,H. Hadi Thamrin,2024-01-01,+62 (0835) 165 ,staf363_indicate-under@pt.edu,1998-02-01,Wanita,Tanjungpinang,"Gang Ronggowarsito No. 6, Cilegon, Kepulauan Bangka Belitung 55849"
364,Endra Melani,2025-08-11,+62-82-834-1935,staf364_where-letter-blood@pt.go.id,1999-09-04,Wanita,Tangerang,"Jalan Sukajadi No. 82, Mojokerto, Papua 35695"
365,Salwa Usada,2024-10-20,(0806) 261-9625,staf365_myself-appear-six@perum.mil.id,1985-10-10,Wanita,Tangerang,"Jalan Merdeka No. 2, Banjar, Kalimantan Timur 19296"
366,Kunthara Mayasari,2025-09-03,+62 (14) 746-08,staf366_before-finally@perum.int,1998-03-02,Wanita,Kotamobagu,"Jalan Ciwastra No. 79, Sukabumi, Sulawesi Tenggara 71801"
367,Kani Wijaya,2024-03-07,(0426) 378-3843,staf367_half-line-car@perum.sch.id,1992-03-09,Laki-Laki,Batam,"Gg. Cempaka No. 638, Pangkalpinang, MU 67250"
368,"Emong Agustina, S.E.I",2024-04-27,+62-27-927-0719,staf368_political-market@cv.co.id,2002-04-10,Wanita,Blitar,"Gang Kutai No. 5, Surabaya, Sumatera Selatan 53376"
369,Kurnia Maryati,2024-02-24,+62-217-645-405,staf369_behavior-shake-line@pt.edu,1997-03-31,Laki-Laki,Cilegon,"Jl. Rajawali Timur No. 903, Mojokerto, KB 81047"
370,"R.A. Titi Uwais, M.Pd",2024-08-20,087 443 2826,staf370_line-against-stand@ud.ponpes.id,2000-03-21,Wanita,Lhokseumawe,"Jalan Sentot Alibasa No. 78, Medan, KS 25585"
371,"Johan Maulana, S.IP",2024-11-01,+62 (0915) 342-,staf371_quite-yeah-as@perum.id,2005-09-18,Wanita,Bau-Bau,"Gg. Pasteur No. 915, Banda Aceh, LA 26829"
372,"R.M. Banawa Wahyudin, S.Farm",2024-09-21,+62-911-147-050,staf372_bank-forward-again@ud.desa.id,2000-08-16,Laki-Laki,Pematangsiantar,"Jl. Cikutra Barat No. 9, Ambon, Bali 33934"
373,"R.A. Wulan Zulkarnain, S.Pt",2025-01-22,+62 (79) 622 70,staf373_church-truth-song@ud.org,1989-04-04,Laki-Laki,Blitar,"Gang Jayawijaya No. 09, Parepare, Jambi 57527"
374,Bala Utama,2024-06-13,+62 (024) 714-8,staf374_them-bring-affect@pd.web.id,1989-02-05,Wanita,Kota Administrasi Jakarta Utara,"Jalan Pelajar Pejuang No. 422, Purwokerto, Kalimantan Timur 48218"
375,Lidya Hasanah,2025-02-02,+62 (561) 521 4,staf375_people-future-him@cv.co.id,1993-11-16,Wanita,Salatiga,"Gang Rungkut Industri No. 98, Tomohon, KU 84260"
376,Laila Suryono,2025-06-04,+62 (011) 367 6,staf376_soldier-kitchen@pt.id,1996-03-22,Wanita,Kota Administrasi Jakarta Pusat,"Jalan Siliwangi No. 3, Langsa, Jambi 03893"
377,Karman Hutasoit,2025-08-18,+62 (0811) 244-,staf377_simple-road-it@perum.or.id,1993-12-22,Laki-Laki,Palopo,"Jl. Moch. Ramdan No. 72, Pekalongan, Sulawesi Utara 95682"
378,Kani Puspita,2025-06-16,+62 (10) 073 38,staf378_apply-what-first@ud.go.id,1985-09-05,Laki-Laki,Singkawang,"Jalan Jakarta No. 35, Jambi, JB 99959"
379,Tasdik Setiawan,2024-11-30,(0128) 150 5871,staf379_country-name@pd.ac.id,2001-08-23,Laki-Laki,Meulaboh,"Jl. Raya Setiabudhi No. 062, Dumai, BB 67611"
380,Ikin Rajasa,2024-03-06,+62 (46) 595-82,staf380_rise-heart@perum.edu,1998-07-18,Wanita,Sorong,"Jalan Merdeka No. 78, Magelang, SN 58450"
381,"Bagiya Jailani, M.TI.",2024-04-23,+62 (067) 458-6,staf381_cover-task-believe@ud.go.id,1989-12-07,Wanita,Payakumbuh,"Gang Jend. Sudirman No. 9, Tangerang Selatan, YO 63586"
382,Janet Waskita,2024-12-06,0802979500,staf382_audience-finish@pt.net.id,2003-08-11,Wanita,Kota Administrasi Jakarta Utara,"Gang Astana Anyar No. 188, Tasikmalaya, Riau 68342"
383,Nabila Widiastuti,2025-03-31,084 263 3268,staf383_western-take-star@pd.gov,1992-11-16,Wanita,Balikpapan,"Jl. Raya Setiabudhi No. 8, Pasuruan, JT 67342"
384,Maida Uyainah,2024-02-19,(0646) 222 8313,staf384_outside-present@ud.id,2002-02-20,Laki-Laki,Makassar,"Jalan Rawamangun No. 3, Denpasar, Sulawesi Selatan 51328"
385,"Dr. Zelda Nasyidah, S.Pt",2025-04-07,(0003) 734-8681,staf385_see-crime-attack@ud.or.id,1992-04-28,Wanita,Batam,"Gang Veteran No. 456, Ambon, Kalimantan Tengah 95579"
386,"Ir. Karimah Narpati, S.I.Kom",2025-07-07,+62-577-087-299,staf386_training-or@perum.edu,2005-07-23,Laki-Laki,Kotamobagu,"Jalan Stasiun Wonokromo No. 12, Depok, Sumatera Selatan 80175"
387,Luwar Sitorus,2024-02-02,(090) 553 0786,staf387_age-brother-once@ud.net,1999-04-18,Wanita,Semarang,"Jalan Rajawali Timur No. 8, Tasikmalaya, YO 54252"
388,Vino Yuliarti,2024-12-06,+62 (0612) 977-,staf388_hear-animal-little@pt.org,1998-09-01,Laki-Laki,Banjarbaru,"Jalan Kutai No. 115, Depok, BT 34146"
389,Raisa Waluyo,2025-01-10,(0987) 290 3620,staf389_ability-impact@perum.org,2004-03-28,Wanita,Tidore Kepulauan,"Gang Jend. A. Yani No. 1, Pagaralam, Maluku 76797"
390,Padma Hakim,2024-10-13,+62 (442) 246 2,staf390_lead-small-think@perum.web.id,1990-02-20,Laki-Laki,Bengkulu,"Jalan Tubagus Ismail No. 446, Parepare, BT 86933"
391,Irnanto Siregar,2024-03-18,+62 (294) 498-4,staf391_contain-about@pt.web.id,1993-04-06,Wanita,Bau-Bau,"Jl. Medokan Ayu No. 0, Tarakan, Sulawesi Tengah 80167"
392,"drg. Gasti Siregar, S.Farm",2024-02-12,+62 (09) 106 96,staf392_remain-fact@cv.edu,1996-12-27,Laki-Laki,Surakarta,"Gang Kendalsari No. 297, Cimahi, MU 34043"
393,Kasiyah Yuliarti,2024-09-13,+62-600-184-494,staf393_down-test-chair@pd.id,2002-11-08,Wanita,Meulaboh,"Gg. Laswi No. 578, Tegal, KR 18127"
394,Ajimin Prasetyo,2024-09-21,+62-061-005-681,staf394_but-each-third-term@pt.gov,2001-12-31,Wanita,Padangpanjang,"Gang Moch. Ramdan No. 4, Banjarmasin, AC 12496"
395,Kajen Haryanto,2024-12-16,+62-25-709-5139,staf395_specific-already@cv.id,2003-02-27,Wanita,Cimahi,"Gang Kutisari Selatan No. 705, Tarakan, NT 81295"
396,Drs. Adinata Simanjuntak,2025-04-02,+62-29-473-4446,staf396_woman-once-business@ud.gov,1990-12-25,Wanita,Semarang,"Jl. Waringin No. 135, Meulaboh, ST 41430"
397,Agus Nugroho,2025-01-10,+62 (38) 097-03,staf397_talk-heavy-get-air@perum.ponpes.id,1992-08-17,Wanita,Langsa,"Gang Gardujati No. 1, Banjar, Kalimantan Barat 50613"
398,Kani Kuswandari,2024-10-14,+62-0964-275-43,staf398_white-during@cv.gov,1992-03-19,Wanita,Depok,"Jalan BKR No. 90, Depok, NB 77696"
399,R.M. Cakrabuana Riyanti,2025-08-31,+62-023-104-542,staf399_benefit-return-word@ud.desa.id,2000-02-15,Wanita,Palangkaraya,"Jalan Cihampelas No. 9, Subulussalam, SU 45152"
400,Cawuk Suryono,2025-07-17,(0560) 866-0053,staf400_success-tough-she@cv.id,2001-03-19,Laki-Laki,Banjar,"Gang Ahmad Yani No. 775, Prabumulih, Sumatera Selatan 78737"
401,Jelita Kusmawati,2025-08-11,+62-10-784-5518,staf401_value-join-station@ud.id,1994-11-25,Laki-Laki,Sorong,"Gg. Sukajadi No. 3, Dumai, Kalimantan Barat 43761"
402,R.A. Lala Sirait,2024-03-20,+62 (0086) 395 ,staf402_not-record@ud.ponpes.id,1992-01-14,Wanita,Malang,"Gang Otto Iskandardinata No. 350, Binjai, Sulawesi Selatan 02250"
403,Silvia Nasyiah,2025-01-11,+62 (09) 610-58,staf403_hour-newspaper-hand@cv.int,1999-10-25,Laki-Laki,Batu,"Jl. M.H Thamrin No. 678, Bukittinggi, JB 34912"
