NIK,Nama_Klien,Tgl_Daftar,No_Tlp_K,Email_K,Alamat_K,Gender_K,Tmpt_tgl_lhr_K,Tgl_lhr_K,Jenis_LH
100265,"Vinsen Lestari, S.E.I",2025-08-14,+62 (0387) 575 ,klien265_prepare-however@cv.web.id,"Jalan Rawamangun No. 4, Lubuklinggau, GO 43025",Laki-Laki,Banjarbaru,2004-09-07,745
100266,"Dr. Nurul Haryanti, S.E.I",2025-04-04,+62-673-441-948,klien266_final-issue-hear@perum.ponpes.id,"Jalan M.H Thamrin No. 6, Surabaya, Aceh 17352",Laki-Laki,Jambi,1991-10-23,119
100267,"dr. Mila Kusumo, M.Farm",2025-07-13,(0251) 815 1206,klien267_technology-heavy@cv.sch.id,"Gang Peta No. 5, Sungai Penuh, SB 27800",Laki-Laki,Kendari,1973-08-31,989
100268,Ami Mandasari,2025-02-25,+62-0548-155-91,klien268_though-whose-get@pt.or.id,"Gang Rajiman No. 5, Mataram, PA 91434",Wanita,Prabumulih,1976-11-20,750
100269,"Tgk. Gilang Puspasari, M.TI.",2025-08-04,+62 (077) 567 6,klien269_nice-price-foreign@cv.org,"Jalan Rajawali Timur No. 595, Palu, LA 62363",Wanita,Tebingtinggi,1990-09-26,710
100270,"Ciaobella Lestari, M.Kom.",2024-01-30,0807111365,klien270_while-try-whatever@pt.mil,"Gang Gegerkalong Hilir No. 5, Bau-Bau, NT 11952",Wanita,Banjarmasin,1985-04-01,398
100271,H. Mulya Zulkarnain,2024-12-29,+62 (097) 505 8,klien271_spring-low-event@pt.web.id,"Gang Raya Ujungberung No. 522, Meulaboh, SU 44080",Laki-Laki,Cimahi,2003-08-08,689
100272,Hj. Putri Safitri,2025-10-10,(084) 305-2111,klien272_including-woman@pt.my.id,"Jalan Kendalsari No. 061, Tasikmalaya, Papua 68974",Wanita,Binjai,1968-11-11,482
100273,Jindra Yuliarti,2025-11-21,+62 (40) 228 93,klien273_take-pay-whom@perum.desa.id,"Jl. Jayawijaya No. 3, Palopo, Papua 75689",Laki-Laki,Payakumbuh,1971-10-19,904
100274,Dt. Chandra Rahayu,2025-02-02,0868256881,klien274_century-most-job@cv.net,"Jalan Rajiman No. 055, Tebingtinggi, BE 03292",Laki-Laki,Cilegon,2000-11-08,509
100275,Harsanto Utami,2024-10-13,(0052) 000 3583,klien275_fire-man-summer@cv.ac.id,"Jalan Cempaka No. 9, Balikpapan, Banten 66854",Wanita,Tarakan,1976-11-23,499
100276,"Febi Natsir, M.TI.",2025-06-29,+62 (09) 644-83,klien276_him-create-tonight@pt.net,"Jalan Asia Afrika No. 718, Medan, Papua 39663",Wanita,Bima,1981-01-26,81
100277,Warsita Saragih,2024-02-09,089 302 9256,klien277_share-fire-your@cv.net.id,"Jl. Soekarno Hatta No. 6, Magelang, JI 29825",Laki-Laki,Kupang,1994-09-24,551
100278,Drs. Cakrabuana Anggraini,2025-07-14,+62 (0500) 912 ,klien278_almost-save-reason@perum.org,"Jalan Rajawali Barat No. 180, Banda Aceh, Sumatera Selatan 73076",Laki-Laki,Gorontalo,1982-06-28,228
100279,Calista Simbolon,2025-10-26,0872325685,klien279_strategy-something@cv.mil.id,"Gg. Indragiri No. 0, Ternate, BB 21703",Laki-Laki,Bekasi,1993-07-08,340
100280,"Ilsa Pertiwi, M.Ak",2024-11-16,(076) 357 3597,klien280_finish-claim-field@cv.com,"Jl. Pelajar Pejuang No. 367, Kotamobagu, Papua Barat 19417",Laki-Laki,Madiun,2000-09-23,996
100281,Rini Putra,2025-07-20,+62-0220-507-40,klien281_interesting-rest-we@pd.my.id,"Jl. Ciwastra No. 221, Palembang, PB 21761",Wanita,Cimahi,1999-02-02,516
100282,R.M. Karja Nurdiyanti,2025-03-23,+62 (074) 858 3,klien282_suggest-as-serious@ud.org,"Gang Kapten Muslihat No. 632, Tanjungbalai, Kalimantan Utara 38959",Laki-Laki,Cimahi,1980-07-12,542
100283,Daru Kurniawan,2025-12-10,(0430) 848-3328,klien283_discussion-late@perum.id,"Jl. Otto Iskandardinata No. 50, Pekanbaru, Papua Barat 91339",Wanita,Kota Administrasi Jakarta Barat,1993-09-10,357
100284,Prasetya Budiman,2025-10-04,+62 (87) 731 64,klien284_you-learn-firm-in@ud.biz.id,"Gg. Medokan Ayu No. 7, Palangkaraya, SN 52937",Laki-Laki,Sawahlunto,1985-07-17,78
100285,Hj. Karen Mandasari,2024-02-01,+62 (009) 415 6,klien285_hotel-culture-air@pd.biz.id,"Jalan Tebet Barat Dalam No. 87, Tangerang Selatan, Nusa Tenggara Timur 70405",Laki-Laki,Kota Administrasi Jakarta Barat,1965-11-05,349
100286,Nadine Padmasari,2025-01-10,+62 (445) 118 4,klien286_class-long@ud.int,"Gg. Joyoboyo No. 47, Palopo, YO 86543",Laki-Laki,Palembang,1969-03-19,89
100287,Fitria Sudiati,2024-03-06,+62-292-814-180,klien287_feel-become-whom@cv.net,"Gang Ir. H. Djuanda No. 16, Yogyakarta, Kalimantan Tengah 39415",Laki-Laki,Bogor,1998-12-11,52
100288,Ir. Nabila Utama,2025-05-13,+62-020-316-997,klien288_report-ten-again@ud.com,"Gang Ahmad Dahlan No. 0, Ternate, DKI Jakarta 79548",Laki-Laki,Tebingtinggi,2001-02-27,942
100289,"Dagel Situmorang, S.Kom",2024-05-25,+62 (307) 543-0,klien289_room-man-kitchen@ud.sch.id,"Gang Ciumbuleuit No. 21, Tasikmalaya, BB 13703",Wanita,Cirebon,1967-11-23,808
100290,"R.M. Baktiadi Mansur, S.Ked",2024-09-23,+62-0299-116-15,klien290_western-board-even@pt.net.id,"Jalan Dipatiukur No. 624, Palopo, SU 94015",Laki-Laki,Tanjungbalai,1995-05-07,288
100291,"dr. Jane Mahendra, S.Kom",2025-09-01,+62 (72) 246-37,klien291_tree-resource-shake@pt.edu,"Jl. Rajiman No. 4, Kediri, Bengkulu 22833",Wanita,Pariaman,1975-06-08,317
100292,Caraka Padmasari,2025-12-21,(0444) 513-5962,klien292_enough-walk-begin@perum.ac.id,"Gang Cempaka No. 554, Surabaya, Kepulauan Bangka Belitung 98096",Laki-Laki,Palembang,1975-01-25,465
100293,Paulin Mandala,2024-03-26,+62-89-195-7127,klien293_few-establish@pd.web.id,"Jl. Rumah Sakit No. 833, Surabaya, LA 32867",Laki-Laki,Sibolga,1975-02-27,209
100294,"Queen Firmansyah, M.TI.",2024-05-10,(012) 468-9523,klien294_drop-age-experience@perum.my.id,"Gang Medokan Ayu No. 8, Sungai Penuh, KR 47989",Wanita,Kupang,2002-03-24,735
100295,Samsul Permadi,2024-12-26,+62 (76) 936 98,klien295_seem-least-dog@perum.mil.id,"Gang Erlangga No. 22, Gorontalo, Kalimantan Utara 18283",Laki-Laki,Sorong,1973-08-27,677
100296,"Vanya Haryanti, S.Psi",2024-11-14,+62-89-639-2310,klien296_without-why@pd.web.id,"Jl. KH Amin Jasuta No. 457, Kota Administrasi Jakarta Timur, Riau 99742",Wanita,Langsa,1981-05-28,897
100297,Naradi Nugroho,2025-02-27,0893102119,klien297_speech-yet-court-ok@perum.co.id,"Gang Moch. Ramdan No. 56, Samarinda, BA 91664",Wanita,Sukabumi,1980-12-11,874
100298,"Asmadi Suryatmi, M.TI.",2024-09-21,0878611025,klien298_impact-firm-side@ud.id,"Gg. Sukabumi No. 10, Bitung, Maluku 64630",Wanita,Batu,1971-07-19,318
100299,"Artawan Zulaika, S.Pd",2025-10-09,+62-0096-065-54,klien299_ago-purpose-head@cv.go.id,"Gang Jamika No. 937, Bau-Bau, Jawa Barat 44064",Laki-Laki,Tomohon,1971-06-20,531
100300,Ami Rajasa,2025-10-23,+62 (0366) 467 ,klien300_sell-again-bag-part@pt.sch.id,"Jl. Laswi No. 676, Balikpapan, Sumatera Utara 89230",Laki-Laki,Tangerang,2000-07-05,486
100301,dr. Nalar Prabowo,2024-01-16,(0737) 653-7109,klien301_style-soldier@perum.net.id,"Jl. Peta No. 48, Bitung, KS 70747",Laki-Laki,Pasuruan,1987-02-01,839
100302,"Kamaria Tamba, M.Ak",2025-02-07,+62 (257) 607 8,klien302_project-article@cv.co.id,"Gang Erlangga No. 8, Tegal, Maluku 12277",Laki-Laki,Blitar,1982-10-03,909
100303,Upik Sihombing,2024-02-23,(034) 451 1760,klien303_wish-chance-wonder@ud.int,"Jl. Veteran No. 5, Gorontalo, KS 58048",Wanita,Sibolga,1996-12-31,146
100304,Akarsana Sinaga,2024-06-12,(090) 563-3695,klien304_common-economy@pd.or.id,"Gg. Jayawijaya No. 19, Subulussalam, Kalimantan Timur 62423",Laki-Laki,Mataram,2005-10-03,296
100305,"Tgk. Tina Mulyani, S.T.",2024-03-21,(088) 960-7053,klien305_center-lay-today@ud.desa.id,"Jl. Pacuan Kuda No. 1, Palopo, JB 20380",Laki-Laki,Bukittinggi,1989-11-27,18
100306,Mahesa Wijaya,2025-01-05,+62 (804) 153-7,klien306_per-gas-reality@perum.ac.id,"Gg. Joyoboyo No. 6, Bontang, KT 60982",Wanita,Semarang,1969-09-15,778
100307,"R.M. Emas Oktaviani, S.Gz",2025-12-13,+62 (0527) 294-,klien307_huge-politics@pt.int,"Gg. Kebonjati No. 60, Banda Aceh, BT 21925",Laki-Laki,Kota Administrasi Jakarta Barat,1986-02-19,866
100308,"Bahuwirya Kurniawan, S.Kom",2025-04-03,(0602) 388 6651,klien308_test-just-player@cv.sch.id,"Jl. Abdul Muis No. 103, Dumai, BT 19071",Laki-Laki,Kota Administrasi Jakarta Pusat,2002-09-14,641
100309,Sabri Palastri,2025-02-22,+62-934-143-286,klien309_accept-easy-model@cv.ac.id,"Gg. Pasir Koja No. 0, Batu, Jawa Timur 77983",Wanita,Langsa,1980-01-04,910
100310,Jelita Zulaika,2025-05-12,+62 (0943) 516 ,klien310_dream-book-join@pd.or.id,"Gg. W.R. Supratman No. 227, Jayapura, SR 30583",Wanita,Kendari,1981-03-24,358
100311,Diana Tamba,2024-05-21,(0814) 213 2489,klien311_his-condition-allow@perum.org,"Gang Jamika No. 9, Banjarmasin, SS 81314",Wanita,Sibolga,1980-11-18,365
100312,Cengkir Putra,2025-06-24,+62-0828-419-82,klien312_information-work@pd.com,"Gang Raya Setiabudhi No. 7, Sabang, SB 88173",Wanita,Balikpapan,2002-08-04,867
100313,Suci Maryadi,2025-02-19,084 943 0132,klien313_discuss-month@cv.net,"Gang Waringin No. 00, Bukittinggi, KT 92876",Wanita,Bengkulu,2002-08-12,946
100314,"Wulan Halim, S.Ked",2024-04-16,(020) 623-0046,klien314_phone-son-his@pd.gov,"Gang BKR No. 9, Langsa, Jawa Barat 15701",Wanita,Bekasi,2000-09-09,281
100315,Viman Puspita,2024-08-12,+62 (093) 418-6,klien315_sound-indicate@cv.ponpes.id,"Jalan Jakarta No. 72, Palopo, Banten 79658",Wanita,Jayapura,1970-04-13,272
100316,Dr. Kayla Wasita,2024-06-08,(0015) 404-8330,klien316_over-discuss-gun-mr@pt.id,"Gg. Yos Sudarso No. 1, Tual, LA 20418",Laki-Laki,Ambon,1970-06-05,879
100317,Nadine Usada,2024-04-06,+62 (352) 981-5,klien317_air-painting@cv.int,"Gang Laswi No. 742, Subulussalam, SN 40694",Wanita,Solok,1982-04-06,696
100318,Tgk. Elvina Mulyani,2024-09-04,+62-041-282-423,klien318_hit-they-several@perum.net,"Gang Ronggowarsito No. 0, Sawahlunto, SB 76168",Wanita,Padang Sidempuan,1994-11-06,383
100319,Kamaria Anggriawan,2025-03-12,+62 (597) 058-6,klien319_style-expect-could@perum.or.id,"Jalan Raya Setiabudhi No. 85, Kota Administrasi Jakarta Barat, Sumatera Barat 93062",Laki-Laki,Sawahlunto,1986-02-02,98
100320,Lutfan Pranowo,2024-10-28,+62 (019) 868-7,klien320_well-knowledge-that@pd.com,"Gg. Bangka Raya No. 24, Sorong, MU 70681",Wanita,Pariaman,2005-10-26,714
100321,"Icha Usamah, M.Pd",2024-08-10,(034) 657-4825,klien321_letter-worry-south@perum.ac.id,"Gg. Gardujati No. 44, Palopo, LA 32877",Laki-Laki,Banjar,1966-12-28,54
100322,Daniswara Yuniar,2025-06-02,(034) 171-7461,klien322_company-nothing@pt.org,"Jalan Monginsidi No. 765, Tangerang Selatan, AC 58473",Laki-Laki,Cirebon,1990-07-18,734
100323,Bajragin Wibowo,2024-09-03,+62 (0368) 399-,klien323_structure-beautiful@pd.org,"Gang Pasteur No. 15, Sorong, Bali 04785",Laki-Laki,Tidore Kepulauan,1996-03-28,192
100324,Johan Laksita,2025-05-29,+62 (631) 844 0,klien324_safe-provide-away@perum.int,"Jalan Sukabumi No. 138, Kotamobagu, SR 90335",Laki-Laki,Salatiga,1977-03-15,563
100325,Joko Haryanti,2024-08-25,+62-034-247-577,klien325_democrat-difference@cv.co.id,"Jalan Waringin No. 9, Gorontalo, KB 42765",Wanita,Tegal,1966-03-20,557
100326,"Nadine Maryadi, S.IP",2024-06-15,+62 (245) 519-5,klien326_card-subject-half@ud.id,"Jalan Bangka Raya No. 226, Dumai, Lampung 12580",Laki-Laki,Padang,1997-06-24,794
100327,Tami Yuliarti,2024-12-28,+62 (0510) 478-,klien327_good-break-may@pd.ac.id,"Jl. Gegerkalong Hilir No. 8, Kota Administrasi Jakarta Timur, Nusa Tenggara Barat 61966",Laki-Laki,Tasikmalaya,1968-10-24,18
100328,"Nadine Hutagalung, S.IP",2025-04-08,+62 (044) 989-6,klien328_house-religious@ud.mil.id,"Jalan Merdeka No. 12, Payakumbuh, SR 97488",Wanita,Surakarta,1990-10-16,542
100329,Raisa Prasetya,2025-11-30,+62 (06) 962 00,klien329_down-on-all@perum.co.id,"Gg. Cikapayang No. 6, Samarinda, NB 42985",Wanita,Ambon,2002-04-15,234
100330,Puti Farah Agustina,2025-11-10,+62-038-013-814,klien330_never-policy@perum.or.id,"Jalan Medokan Ayu No. 736, Batu, BB 01448",Wanita,Denpasar,1976-07-02,562
100331,Ir. Taufik Prayoga,2024-12-19,+62 (69) 277 17,klien331_feeling-their-we@perum.com,"Gang Medokan Ayu No. 7, Kota Administrasi Jakarta Utara, Sumatera Selatan 97976",Wanita,Kota Administrasi Jakarta Timur,1993-07-22,147
100332,Oskar Saefullah,2024-11-10,+62-006-420-703,klien332_word-which-law-sort@cv.desa.id,"Jalan Moch. Ramdan No. 283, Sibolga, Kalimantan Barat 54281",Laki-Laki,Binjai,1994-02-13,102
100333,Jessica Aryani,2025-02-21,(0716) 745 3073,klien333_born-service-beat@pd.id,"Jl. Moch. Toha No. 5, Padang, Sumatera Utara 95580",Wanita,Langsa,1968-01-29,641
100334,R.A. Agnes Budiman,2024-11-18,+62 (85) 435-80,klien334_herself-lead-accept@pd.desa.id,"Gg. Suniaraja No. 319, Yogyakarta, Riau 35495",Wanita,Prabumulih,1995-06-07,735
100335,Ir. Paulin Mardhiyah,2025-03-17,+62 (0944) 245 ,klien335_less-weight-how@pt.gov,"Jalan Asia Afrika No. 93, Kota Administrasi Jakarta Barat, JI 08449",Wanita,Bandar Lampung,1973-03-24,242
100336,"Tgk. Putu Nuraini, S.I.Kom",2025-10-01,(0878) 195-5503,klien336_make-case-risk@ud.com,"Gg. Gedebage Selatan No. 73, Salatiga, Sulawesi Tenggara 65130",Wanita,Purwokerto,1985-08-13,204
100337,"Kardi Wibisono, S.Farm",2025-09-02,+62 (0898) 519 ,klien337_both-work-cost@pt.co.id,"Jalan Waringin No. 59, Subulussalam, RI 41937",Wanita,Ambon,1974-09-19,137
100338,Jane Pradana,2024-01-10,+62 (053) 302-2,klien338_believe-pick-media@pt.ponpes.id,"Gg. Veteran No. 14, Padang, Nusa Tenggara Timur 32316",Laki-Laki,Bau-Bau,1970-05-03,613
100339,Hj. Ifa Nasyiah,2025-09-05,+62 (21) 275 07,klien339_become-head-outside@pt.net.id,"Gg. KH Amin Jasuta No. 6, Pekalongan, Kalimantan Selatan 88507",Wanita,Palembang,2000-09-05,653
100340,Heryanto Mangunsong,2025-10-14,+62 (097) 045 4,klien340_rise-continue@ud.sch.id,"Jalan Cikutra Timur No. 9, Pangkalpinang, Jawa Timur 47558",Laki-Laki,Sawahlunto,1980-06-30,811
100341,Tgk. Maida Sudiati,2024-04-17,+62-042-100-113,klien341_within-size-unit@pd.web.id,"Jl. Cikutra Timur No. 0, Medan, YO 80691",Wanita,Pasuruan,1994-04-04,172
100342,Almira Laksita,2025-08-07,+62-093-376-150,klien342_life-center-which@perum.biz.id,"Jl. Tubagus Ismail No. 28, Kota Administrasi Jakarta Timur, Kepulauan Riau 45104",Laki-Laki,Lhokseumawe,2003-05-29,630
100343,Kawaya Pertiwi,2025-04-04,+62-0036-435-39,klien343_civil-character@pd.net.id,"Jalan Rawamangun No. 3, Surakarta, Bengkulu 50740",Wanita,Bekasi,1989-12-22,876
100344,Maryadi Suwarno,2025-09-20,+62 (534) 051 4,klien344_small-head-cultural@perum.ac.id,"Jl. Jakarta No. 74, Depok, AC 97233",Wanita,Kendari,1966-05-16,147
100345,"Harsaya Wijaya, M.M.",2024-11-03,+62-365-296-255,klien345_reach-smile-call@pt.com,"Gg. HOS. Cokroaminoto No. 8, Banjar, SU 36110",Wanita,Tanjungpinang,1991-09-01,720
100346,Puspa Halimah,2024-03-05,+62-344-263-794,klien346_will-physical-stop@pt.mil.id,"Jalan Astana Anyar No. 195, Langsa, Sumatera Utara 82660",Wanita,Madiun,1974-12-22,127
100347,Unjani Purnawati,2025-12-25,(075) 183-6853,klien347_per-material-can@perum.net.id,"Jl. Dr. Djunjunan No. 0, Sabang, Kalimantan Barat 44468",Wanita,Sibolga,1981-06-17,381
100348,KH. Luwar Prasetya,2024-05-25,+62 (0088) 271 ,klien348_produce-opportunity@perum.edu,"Gg. Asia Afrika No. 3, Malang, SN 28548",Wanita,Semarang,1996-01-10,586
100349,Mulyanto Utama,2025-01-17,(0045) 876-9001,klien349_tree-operation@pd.my.id,"Jalan Dipenogoro No. 55, Medan, GO 86722",Wanita,Denpasar,2001-06-06,521
100350,"dr. Mila Prasetyo, M.M.",2024-08-13,+62 (778) 160 1,klien350_wall-relationship@ud.ponpes.id,"Jalan Gardujati No. 1, Pekalongan, SG 93879",Wanita,Tarakan,1981-05-05,456
100351,Endah Utama,2024-06-02,(009) 257-5574,klien351_wall-stop-raise-and@pd.or.id,"Jl. PHH. Mustofa No. 908, Solok, MU 51333",Laki-Laki,Banjar,1966-11-08,734
100352,Agnes Tampubolon,2025-02-27,+62-0745-626-49,klien352_role-should@cv.net,"Gg. Rajiman No. 1, Palopo, MA 85336",Wanita,Bima,1968-06-27,374
100353,"Leo Waskita, S.Ked",2025-11-02,+62 (0041) 445-,klien353_feel-near-century@pd.id,"Jl. Kutai No. 90, Blitar, SN 91614",Wanita,Tual,2000-09-01,507
100354,"Dirja Siregar, S.Gz",2024-10-07,+62 (0172) 021 ,klien354_than-difference@cv.org,"Gg. Abdul Muis No. 50, Tidore Kepulauan, Jawa Timur 84364",Wanita,Surabaya,1990-08-01,161
100355,"Drs. Prima Santoso, M.Kom.",2025-12-02,+62 (384) 698-6,klien355_son-hold-hour@perum.go.id,"Gang Joyoboyo No. 70, Padang, SS 64461",Laki-Laki,Serang,1978-09-07,161
100356,Margana Winarsih,2025-02-27,+62-0939-818-38,klien356_order-safe-happy@pt.sch.id,"Gg. Kutisari Selatan No. 3, Bau-Bau, DKI Jakarta 60924",Laki-Laki,Bau-Bau,2000-12-08,881
100357,Indra Nainggolan,2024-06-06,080 800 7963,klien357_board-social-own@ud.net.id,"Gang Jend. A. Yani No. 1, Pariaman, Sumatera Utara 16862",Wanita,Metro,1998-04-24,805
100358,"Kezia Budiyanto, S.E.I",2024-01-03,(025) 638 2824,klien358_view-sport-much@perum.go.id,"Gg. PHH. Mustofa No. 3, Bukittinggi, Sumatera Barat 82524",Laki-Laki,Banjar,2004-06-10,759
100359,Nyoman Wibisono,2024-04-18,+62-0898-150-48,klien359_base-next-goal@cv.id,"Jl. Monginsidi No. 452, Kendari, Bengkulu 53869",Laki-Laki,Palopo,1999-06-26,7
100360,Niyaga Manullang,2025-11-21,+62 (064) 163-6,klien360_decision-nearly@pd.gov,"Jl. Cikutra Barat No. 6, Bandar Lampung, KR 12981",Laki-Laki,Pagaralam,1997-04-04,635
100361,"Reza Habibi, S.Ked",2024-07-21,+62-954-372-661,klien361_main-safe-nation@pd.mil,"Gang Dipatiukur No. 90, Batu, Kalimantan Timur 72187",Wanita,Serang,1993-01-04,974
100362,Laila Sitorus,2025-05-11,(0493) 995 1451,klien362_role-alone-peace@perum.id,"Gang Antapani Lama No. 0, Padang Sidempuan, DI Yogyakarta 06003",Laki-Laki,Palu,1980-10-19,876
100363,Ir. Galiono Dongoran,2024-03-21,089 954 6354,klien363_late-investment@pd.id,"Jl. Jend. Sudirman No. 0, Sibolga, Jawa Timur 72983",Wanita,Mataram,1997-01-06,312
100364,Zahra Aryani,2025-12-11,+62-09-241-3314,klien364_including-power@pd.com,"Jl. Astana Anyar No. 036, Singkawang, RI 62969",Laki-Laki,Depok,1970-05-14,114
100365,Carla Mandasari,2024-05-30,+62 (29) 260-25,klien365_many-western-art@pd.my.id,"Gang Tebet Barat Dalam No. 858, Surabaya, Kalimantan Selatan 10226",Laki-Laki,Bandar Lampung,2000-06-15,657
100366,Hasim Marpaung,2024-01-28,+62 (37) 182 24,klien366_officer-not-amount@cv.ponpes.id,"Gg. Setiabudhi No. 83, Banjarmasin, SR 66874",Wanita,Batu,1998-04-21,317
100367,KH. Hardi Maryadi,2025-05-15,+62-0725-496-78,klien367_claim-education-box@cv.biz.id,"Gang Jakarta No. 7, Tangerang, Kalimantan Barat 66459",Laki-Laki,Sawahlunto,1979-04-20,584
100368,Safina Laksita,2025-04-28,+62 (015) 830-4,klien368_use-from-bar-low@pt.biz.id,"Gang Ahmad Yani No. 120, Surabaya, JA 90475",Wanita,Blitar,1975-05-02,404
100369,Sakti Hutasoit,2024-10-16,+62 (0300) 196 ,klien369_also-top-model@ud.go.id,"Jl. Suryakencana No. 85, Bontang, Kalimantan Barat 97482",Wanita,Prabumulih,1969-07-21,13
100370,Ella Kusmawati,2024-05-18,+62-621-598-056,klien370_how-reason-prepare@ud.sch.id,"Jl. R.E Martadinata No. 43, Blitar, JT 38842",Laki-Laki,Tanjungbalai,1967-11-07,61
100371,Tgk. Lanang Mansur,2025-07-02,086 553 6293,klien371_pass-also-tv-help@pt.or.id,"Jalan Suniaraja No. 738, Serang, JT 89671",Laki-Laki,Pematangsiantar,1972-02-24,580
100372,Gandi Kusmawati,2025-04-26,+62-75-937-4830,klien372_red-head-language@perum.my.id,"Jalan Jayawijaya No. 56, Yogyakarta, GO 96263",Laki-Laki,Sibolga,2005-12-21,605
100373,Michelle Januar,2024-11-25,(080) 460 6354,klien373_he-hotel@pd.web.id,"Jalan S. Parman No. 1, Bima, Kalimantan Barat 54252",Wanita,Cirebon,1999-10-25,110
100374,drg. Mila Purnawati,2025-09-12,+62 (0854) 474 ,klien374_goal-development@cv.net,"Jalan Gedebage Selatan No. 8, Jambi, Bengkulu 96395",Laki-Laki,Samarinda,1980-03-27,318
100375,"Bakti Kusumo, S.Farm",2025-04-17,(0806) 367 1731,klien375_resource-by-option@perum.biz.id,"Gg. Peta No. 959, Sibolga, Papua Barat 10566",Laki-Laki,Bandung,1980-02-26,983
100376,"dr. Marsito Lestari, M.M.",2025-04-17,(0889) 306 5428,klien376_information@perum.net.id,"Jalan Jend. Sudirman No. 65, Manado, Papua Barat 58629",Wanita,Semarang,2003-10-18,387
100377,Raditya Marbun,2024-05-02,+62 (096) 357 4,klien377_high-our-drive@ud.net,"Jalan Soekarno Hatta No. 8, Metro, Kalimantan Tengah 86950",Laki-Laki,Probolinggo,1999-03-30,323
100378,Dr. Cinta Wahyudin,2025-03-29,+62 (014) 508 7,klien378_program-somebody@pd.go.id,"Gang Lembong No. 1, Kotamobagu, BB 70338",Wanita,Sukabumi,1977-10-16,20
100379,"Tgk. Nadine Yuliarti, M.Kom.",2024-02-10,082 398 0669,klien379_activity-low-town@perum.or.id,"Jalan Rajiman No. 074, Kota Administrasi Jakarta Selatan, DKI Jakarta 36063",Wanita,Kota Administrasi Jakarta Pusat,1980-08-28,638
100380,Daruna Rajata,2025-05-31,+62 (072) 918-5,klien380_stay-i-seat-feeling@pd.id,"Gang Pelajar Pejuang No. 23, Bogor, Jambi 18650",Wanita,Sorong,1979-01-19,626
100381,Pia Sitorus,2024-02-06,+62 (962) 725-9,klien381_through-character@pd.go.id,"Gang Ahmad Yani No. 57, Banjarmasin, JI 41369",Laki-Laki,Cirebon,1965-01-25,922
100382,drg. Azalea Siregar,2025-12-11,+62 (346) 798 5,klien382_friend-cup-lead@ud.edu,"Jalan H.J Maemunah No. 039, Denpasar, PA 30984",Wanita,Pariaman,1989-07-03,365
100383,"Cut Rahmi Saptono, M.Farm",2025-10-16,+62 (051) 478-8,klien383_able-tv-she-chair@pt.net,"Jalan Joyoboyo No. 8, Palopo, Kepulauan Riau 55983",Wanita,Metro,1967-10-11,805
100384,dr. Ifa Siregar,2025-10-07,(049) 688-0161,klien384_billion-she-west@perum.ac.id,"Gg. Tubagus Ismail No. 73, Sorong, SN 49007",Wanita,Kediri,1997-07-20,482
100385,"Tgk. Yuni Nasyidah, M.Kom.",2025-08-21,(0983) 626 3893,klien385_boy-including-have@perum.ac.id,"Jalan Abdul Muis No. 867, Banjar, NT 89822",Wanita,Lubuklinggau,1985-05-08,855
100386,"Drs. Kawaya Sihotang, M.Kom.",2025-04-23,(011) 728-3882,klien386_model-one-body@pd.sch.id,"Gang Cikapayang No. 14, Samarinda, KS 25639",Wanita,Bukittinggi,1976-03-13,481
100387,"Sutan Nardi Budiman, S.E.I",2025-07-10,+62 (003) 376-4,klien387_wonder-activity@pt.com,"Gang Pacuan Kuda No. 683, Pekanbaru, JA 95273",Laki-Laki,Bengkulu,1996-08-08,918
100388,Vero Purwanti,2025-01-19,+62 (015) 532 2,klien388_fly-i-time-sure@perum.edu,"Jalan HOS. Cokroaminoto No. 185, Bogor, Sulawesi Selatan 70263",Wanita,Semarang,1982-05-17,89
100389,R.M. Maryanto Padmasari,2025-03-10,0818615159,klien389_leg-practice-hard@perum.id,"Gg. Jend. Sudirman No. 25, Banda Aceh, JT 53794",Laki-Laki,Tebingtinggi,1992-04-29,807
100390,Ridwan Yolanda,2025-10-17,0818301685,klien390_certainly-exist@pd.mil,"Jalan Cikutra Barat No. 5, Sawahlunto, AC 77864",Wanita,Pariaman,1980-08-30,742
100391,"Banara Hidayanto, S.T.",2024-04-16,083 840 3339,klien391_material-wind@cv.web.id,"Gg. Rajiman No. 804, Tangerang, Nusa Tenggara Timur 66270",Wanita,Malang,1989-02-04,303
100392,Ana Gunawan,2024-10-22,(0813) 963 6595,klien392_skin-live-add-body@ud.desa.id,"Gang Sukabumi No. 4, Semarang, JI 03725",Laki-Laki,Langsa,1973-12-13,480
100393,R. Hafshah Latupono,2025-10-25,+62 (011) 978-6,klien393_challenge-pay@ud.mil,"Jalan Peta No. 350, Pekalongan, Sulawesi Utara 69100",Laki-Laki,Tidore Kepulauan,1984-06-22,947
100394,Siti Mahendra,2024-12-24,0809182666,klien394_economy-off@ud.go.id,"Jl. Astana Anyar No. 816, Banjarbaru, Papua Barat 76455",Wanita,Jambi,1985-06-12,208
100395,"Omar Maryadi, M.Ak",2025-04-16,(078) 255-0992,klien395_explain-cup-rate@cv.biz.id,"Jalan Surapati No. 82, Yogyakarta, KU 67772",Laki-Laki,Padang,1998-02-09,598
100396,Kani Tamba,2025-07-18,+62 (045) 976-4,klien396_we-method-bring@cv.web.id,"Gang Pasir Koja No. 278, Banjar, Sulawesi Selatan 40327",Laki-Laki,Jambi,1986-01-21,211
